name,salary,sprocket_player_id,member_id,discord_id,skill_group,franchise,Franchise Staff Position,slot,current_scrim_points,Eligible Through
WhiskeySour,12.0,1383,1407,538845337129844762,Academy League,FP,NA,NONE,0,Not Eligible
Zamps,18.5,5558,5618,352896281359810561,Premier League,FP,NA,NONE,0,Not Eligible
Otta,13.0,5280,5338,268535044052615168,Academy League,Spectre,Captain,PLAYERB,0,Not Eligible
F3ArYnUrMyND,6.0,4076,4134,504317706137370624,Foundation League,FP,NA,NONE,0,Not Eligible
tekssX,14.0,2673,2732,218477061025693697,Champion League,Puffins,NA,PLAYERH,0,Not Eligible
2boost,12.5,4162,4220,589212640228802581,Academy League,FP,NA,NONE,0,Not Eligible
TechStudio,13.0,3630,3689,247447698569953280,Champion League,FP,NA,NONE,0,Not Eligible
Spidey,13.5,1864,1922,453669801664184353,Academy League,FP,NA,NONE,0,Not Eligible
Onyx,14.0,4541,4600,346052586551509002,Champion League,Shadow,NA,NONE,0,Not Eligible
JSteals,14.5,3235,3294,717469550542848052,Champion League,FP,NA,NONE,0,Not Eligible
Scotti,18.5,1955,2014,60020551577509888,Premier League,FP,NA,NONE,0,Not Eligible
ViperMike,10.0,5637,5696,750464329039740969,Foundation League,Pend,NA,NONE,0,Not Eligible
kadofe,11.5,6289,6299,350083989945581568,Academy League,Pend,NA,NONE,0,Not Eligible
EL1N4T0R,11.5,3334,3393,411551460568858624,Academy League,FP,NA,NONE,0,Not Eligible
Restrepo,17.0,1615,1645,153300057859424256,Master League,FP,NA,NONE,0,Not Eligible
JRyck,16.5,1106,1127,404145890388082699,Master League,FP,NA,NONE,0,Not Eligible
joker,12.0,2744,2803,706593324303253554,Academy League,FP,NA,NONE,0,Not Eligible
Dulzy,17.0,1783,1840,222862195367739402,Premier League,FP,NA,NONE,0,Not Eligible
Starfall_24,14.0,6211,5366,822786842108624907,Champion League,Pend,NA,NONE,0,Not Eligible
Starfall_24,14.0,5308,5366,822786842108624907,Champion League,Pend,NA,NONE,0,Not Eligible
Burrito,16.5,1598,1628,817993196109168691,Master League,Pend,NA,NONE,0,Not Eligible
Sikki,18.5,5696,5755,386595608275714051,Master League,FP,NA,NONE,0,Not Eligible
Andrews_217,10.0,3241,3300,461317000799453184,Foundation League,FP,NA,NONE,0,Not Eligible
Adrenaline,12.5,656,663,355924455693877260,Academy League,FP,NA,NONE,0,Not Eligible
Rednyte,11.0,436,442,426511859210780673,Academy League,FP,NA,NONE,0,Not Eligible
PuppyPunch1011,19.5,6309,6319,624798638287224842,Premier League,Pend,NA,NONE,0,Not Eligible
J.A.E,14.0,2163,2222,241712346400030722,Champion League,FP,NA,NONE,0,Not Eligible
Classy_Ghost00,12.0,3163,3222,680966981129732113,Academy League,FP,NA,NONE,0,Not Eligible
Undephined,17.5,5050,5108,616452260309893142,Master League,Hawks,Captain,PLAYERA,0,Not Eligible
Jonsey,15.0,2901,2960,792219826957320243,Champion League,Hurricanes,NA,PLAYERB,0,Not Eligible
Spr0.,13.0,4291,4350,473991461910872075,Champion League,FP,NA,NONE,0,Not Eligible
Bizohr,17.5,4181,4239,485552254334664704,Master League,FP,NA,NONE,0,Not Eligible
Springer,11.5,516,523,123964456462974978,Academy League,FP,NA,PLAYERE,0,Not Eligible
Teax,14.5,2725,2784,416838053185978368,Champion League,FP,NA,NONE,0,Not Eligible
Kreiker,16.5,2572,2631,233802507443240960,Master League,FP,NA,PLAYERD,0,Not Eligible
The Closer,8.0,2158,2217,731704062688493608,Foundation League,FP,NA,NONE,0,Not Eligible
morgan,17.5,3245,3304,448349077227438080,Master League,Hurricanes,Assistant General Manager,PLAYERA,0,Not Eligible
W0ndrB0i,8.0,2779,2838,178941083458338827,Foundation League,FP,NA,NONE,0,Not Eligible
KsALLDAY,14.5,3363,3422,728294445283410014,Champion League,FP,NA,NONE,0,Not Eligible
Beanie,19.5,5599,5658,1321269327319662698,Premier League,FP,NA,PLAYERF,0,Not Eligible
CdubisLit,19.0,5778,5837,700116875207639122,Premier League,FP,NA,NONE,0,Not Eligible
HesAwkward,14.5,2273,2332,465358850346975233,Champion League,FP,NA,NONE,0,Not Eligible
Brian,7.5,5237,5295,679752298544889888,Foundation League,FP,NA,NONE,0,Not Eligible
Driumz,14.5,5037,5095,327182656674725899,Champion League,Pend,NA,NONE,0,Not Eligible
Spicy,14.0,1301,1325,179462057941270536,Champion League,FP,NA,NONE,0,Not Eligible
Mike Raphone,11.0,1172,1196,406567689826336769,Academy League,FP,NA,NONE,0,Not Eligible
Gard,14.5,3372,3431,373200425220046858,Champion League,FP,NA,NONE,0,Not Eligible
maok,12.0,564,571,203690078109696000,Academy League,FP,NA,NONE,0,Not Eligible
Thunder,19.5,1472,1497,218913550603649036,Premier League,Pend,NA,NONE,0,Not Eligible
Gatman,20.0,1072,1090,347193291219009537,Premier League,Hive,NA,PLAYERB,0,Not Eligible
Spanky,19.0,2571,2630,603047521840922635,Premier League,FP,NA,NONE,0,Not Eligible
Caution,12.5,918,929,276756472548032515,Academy League,FP,NA,NONE,0,Not Eligible
Wein_22,20.0,730,738,423706396043902976,Premier League,FP,NA,NONE,0,Not Eligible
Subaru_Power_,16.0,1450,1475,584260776538406912,Master League,FP,NA,NONE,0,Not Eligible
W/\\/E,19.5,672,680,190235118541996041,Premier League,FP,NA,NONE,0,Not Eligible
SuperThr33s,11.5,5082,5140,1053745529986760704,Academy League,Eclipse,Captain,NONE,0,Not Eligible
Zachthebull,9.5,4432,4491,693185100992610394,Foundation League,FP,NA,NONE,0,Not Eligible
TJGirard,11.5,2551,2610,107974119353520128,Academy League,FP,NA,NONE,0,Not Eligible
Fid,12.0,2345,2404,331379518990319618,Academy League,FP,NA,NONE,0,Not Eligible
Runtz,19.0,5716,5775,1123641860351594599,Premier League,Aviators,NA,PLAYERG,3,Not Eligible
Sweatii,17.0,2138,2197,422441363385090048,Master League,FP,NA,NONE,0,Not Eligible
Dstny,9.5,770,778,282624961846444032,Foundation League,FP,NA,NONE,0,Not Eligible
Juanma,12.0,1959,2018,189057217591377920,Academy League,FP,NA,NONE,0,Not Eligible
Solis,11.5,2094,2153,313770931140952066,Academy League,Pend,NA,NONE,0,Not Eligible
Dengaroo,18.5,127,130,564280542791467038,Premier League,FP,NA,NONE,0,Not Eligible
hackett,11.0,1630,1660,219228588841369602,Academy League,FP,NA,NONE,0,Not Eligible
LG Slickery,11.0,1139,1162,354730333268213762,Academy League,FP,NA,NONE,0,Not Eligible
Az3nxnn.,10.5,5693,5752,1061049690747056258,Foundation League,Dodgers,NA,PLAYERG,0,Not Eligible
slo.mo,5.0,2545,2604,823037811049234450,Foundation League,FP,NA,NONE,0,Not Eligible
Schteve,10.5,4618,4677,807742444971884605,Foundation League,Pend,NA,NONE,0,Not Eligible
Leviathan,9.5,2920,2979,866434472480079872,Foundation League,FP,NA,NONE,0,Not Eligible
TSmith,16.5,4558,4617,841862901462466590,Master League,FP,NA,NONE,0,Not Eligible
goktugorenli,8.5,4907,4965,403997308888547341,Foundation League,FP,NA,NONE,0,Not Eligible
Occam,16.5,733,741,543032009040330763,Master League,FP,NA,NONE,0,Not Eligible
SpookyGhost,12.0,689,697,184790970703937536,Academy League,FP,NA,NONE,0,Not Eligible
Zlammy,13.0,4337,4396,982249392050434058,Champion League,FP,NA,NONE,0,Not Eligible
KingAdurite,10.5,280,284,181051476582465536,Academy League,FP,NA,NONE,0,Not Eligible
limnl,11.0,5220,5278,809445091793567744,Academy League,FP,NA,NONE,0,Not Eligible
Bright,11.5,2669,2728,74386843231068160,Academy League,FP,NA,NONE,0,Not Eligible
SaltyOliveOIl,12.0,3096,3155,282800113372626946,Academy League,FP,NA,NONE,0,Not Eligible
Tachino,18.5,4093,4151,995003582220861520,Premier League,FP,NA,NONE,0,Not Eligible
Conga,11.5,791,800,421362841434718208,Academy League,FP,NA,NONE,0,Not Eligible
YuukiTL,19.0,6184,6225,804834501578326047,Premier League,Sharks,NA,NONE,0,Not Eligible
Shawn 410,17.0,5247,5305,638089208312889374,Master League,Pend,NA,NONE,0,Not Eligible
Toni,10.5,5047,5105,305185251884531722,Academy League,FP,NA,NONE,0,Not Eligible
Jdunn1875,11.5,4628,4687,232493054441816064,Academy League,FP,NA,NONE,0,Not Eligible
cream cheese,16.5,5422,5481,256135257298960384,Master League,FP,NA,NONE,0,Not Eligible
Fumble Mcbutterfingers,12.0,5146,5204,302217426920013824,Academy League,Pend,NA,NONE,0,Not Eligible
insanity,20.5,2432,2491,647196779887984661,Premier League,Jets,NA,PLAYERB,0,Not Eligible
Komet,14.5,1467,1492,340177446668075008,Champion League,FP,NA,NONE,0,Not Eligible
oBreezy,12.0,4669,4728,702189444350083142,Academy League,FP,NA,NONE,0,Not Eligible
Poolsharker,14.0,1810,1868,180099237810274304,Champion League,FP,NA,NONE,0,Not Eligible
Mistaky,12.5,3469,3528,730777117058531378,Academy League,FP,NA,NONE,0,Not Eligible
CplMonkeyshines,8.5,4795,4854,843542031195308114,Foundation League,FP,NA,NONE,0,Not Eligible
SideKick,12.5,3454,3513,262445031707770891,Academy League,FP,NA,NONE,0,Not Eligible
vital,17.0,3403,3462,204797003933155330,Master League,FP,NA,NONE,0,Not Eligible
deeepiii,12.5,973,984,155067075881074690,Academy League,FP,NA,NONE,0,Not Eligible
mykopolis,17.5,2615,2674,714253244184002671,Master League,Foxes,NA,PLAYERD,0,Not Eligible
KJR,16.0,3835,3894,194171347117670400,Master League,FP,NA,NONE,0,Not Eligible
Duncan,11.5,1983,2042,199668369463574528,Academy League,FP,NA,NONE,0,Not Eligible
GoodNeighbor,19.0,765,773,201138434742550538,Premier League,FP,NA,NONE,0,Not Eligible
FaXual,14.5,4991,5049,389627211872993282,Champion League,Wizards,NA,PLAYERF,0,Not Eligible
Zoomin,17.0,6041,6087,926633333964808264,Master League,FP,NA,NONE,0,Not Eligible
JSN522,13.5,4352,4411,422145269400993792,Champion League,FP,NA,NONE,0,Not Eligible
DonutPirate,11.0,141,145,235950615438557184,Academy League,FP,NA,NONE,0,Not Eligible
Flapjvck,17.0,3424,3483,192843920374235136,Master League,FP,NA,NONE,0,Not Eligible
MijiT,10.0,1624,1654,86588065019105280,Foundation League,FP,NA,NONE,0,Not Eligible
PoorlyBuiltTaco,11.0,413,419,250764572024111104,Academy League,FP,NA,PLAYERA,0,Not Eligible
TheHound0805,13.0,3780,3839,674031309424951297,Academy League,Shadow,NA,PLAYERE,0,Not Eligible
1337H4X,15.0,1702,1732,174975068311388160,Champion League,FP,NA,NONE,0,Not Eligible
shiesty,17.0,5151,5209,389458833178755076,Master League,FP,NA,PLAYERG,0,Not Eligible
Schmawlik,12.5,1271,1295,231678572320915456,Academy League,FP,NA,NONE,0,Not Eligible
Senpaiii,9.5,3224,3283,348966087787806722,Foundation League,FP,NA,NONE,0,Not Eligible
Canadiyan,20.0,1425,1450,264151327075074068,Premier League,FP,NA,NONE,0,Not Eligible
Vulcan,19.5,3527,3586,316754120499527700,Premier League,FP,NA,NONE,0,Not Eligible
Reaps,11.0,4615,4674,577891941510021150,Academy League,FP,NA,NONE,0,Not Eligible
tox,21.0,2836,2895,331244442872840192,Premier League,Jets,NA,PLAYERA,0,Not Eligible
Kerwood,11.0,1118,1140,287046900677476362,Academy League,FP,NA,NONE,0,Not Eligible
tempo,19.0,4150,4208,535624890888355870,Premier League,FP,NA,NONE,0,Not Eligible
NekomancerKoral,14.5,5925,5973,908777568931577876,Champion League,FP,NA,NONE,0,Not Eligible
UrbaN_,12.5,599,606,240679780704321537,Academy League,FP,NA,NONE,0,Not Eligible
Styzzi,16.0,3398,3457,269602306385772545,Master League,FP,NA,PLAYERB,0,Not Eligible
Liorch,14.0,1143,1166,182637044500135936,Champion League,FP,NA,NONE,0,Not Eligible
Hoosier__Daddy23,11.0,762,770,488417145387089930,Academy League,FP,NA,NONE,0,Not Eligible
Yogi,8.5,636,643,593599837791059992,Foundation League,FP,NA,NONE,0,Not Eligible
Dusty828,6.5,2866,2925,440067859259850753,Foundation League,FP,NA,NONE,0,Not Eligible
Grape Capri Sun,12.0,5323,5381,310784946547589121,Academy League,Foxes,NA,PLAYERC,0,Not Eligible
oym97,15.5,2313,2372,305474637041762304,Master League,FP,NA,NONE,0,Not Eligible
jonesyrl,15.5,5782,5841,1287642669027168347,Champion League,FP,NA,NONE,0,Not Eligible
Uhhhhhhh,13.0,807,816,385275810111815681,Champion League,FP,NA,NONE,0,Not Eligible
Keegalz,14.5,4035,4093,250799218862718977,Champion League,FP,NA,NONE,0,Not Eligible
Zeenics,20.0,2877,2936,787361703003553836,Premier League,FP,NA,NONE,0,Not Eligible
FactionsofWar,12.5,4518,4577,407570671711944705,Academy League,Flames,NA,PLAYERD,0,Not Eligible
NateWin,13.5,800,809,262667774269063169,Champion League,FP,NA,NONE,0,Not Eligible
Noobsrule4ever,19.5,5286,5344,272111826634932234,Premier League,FP,NA,NONE,0,Not Eligible
ArkhamRL,14.0,4685,4744,843450629870714890,Champion League,Pend,NA,NONE,0,Not Eligible
tommygun206,13.0,2426,2485,471290710998384640,Champion League,FP,NA,NONE,0,Not Eligible
Wolfie,19.0,2071,2130,279740115733970945,Premier League,Outlaws,NA,PLAYERE,0,Not Eligible
CrimsonGrimmz,11.5,2640,2699,358454912289341440,Academy League,FP,NA,NONE,0,Not Eligible
Saturnn,19.5,4920,4978,449734186144890880,Premier League,FP,NA,NONE,0,Not Eligible
DawsN,7.5,2885,2944,214501493145993226,Foundation League,FP,NA,PLAYERD,0,Not Eligible
Dyna,16.5,5113,5171,673386454025633812,Master League,FP,NA,NONE,0,Not Eligible
Rot,17.5,3122,3181,433450614488301588,Master League,FP,NA,PLAYERA,0,Not Eligible
petti,11.5,6338,6354,209683604660420608,Academy League,Pend,NA,NONE,0,Not Eligible
SantyM,13.5,1269,1293,177132081808277504,Champion League,FP,NA,NONE,0,Not Eligible
JoeyD,15.0,5708,5767,534719705420660746,Champion League,FP,NA,NONE,0,Not Eligible
dloner08,9.5,982,993,176098707953942528,Foundation League,FP,NA,NONE,0,Not Eligible
xXSubZ3r0Xx,13.5,5374,5432,325828485790826507,Champion League,FP,NA,NONE,0,Not Eligible
Wyff,15.5,4033,4091,349182834084413442,Master League,FP,NA,NONE,0,Not Eligible
Sonomaa,14.5,1599,1629,291018500087087104,Champion League,FP,NA,NONE,0,Not Eligible
Sevenspades,10.5,479,485,241245514992058368,Academy League,FP,NA,NONE,0,Not Eligible
ItZSmalls,14.0,4478,4537,921967239069073539,Champion League,Outlaws,Assistant General Manager,NONE,0,Not Eligible
iMACandCHEEZ,13.0,3113,3172,640424894173282304,Champion League,FP,NA,NONE,0,Not Eligible
MSTY,13.5,1734,1791,319996919374151691,Champion League,FP,NA,NONE,0,Not Eligible
Bukkets,12.5,1912,1971,438861723274051608,Academy League,FP,NA,NONE,0,Not Eligible
MoDoccc,13.0,4874,4932,751945077693087755,Academy League,Bears,Captain,PLAYERD,0,Not Eligible
ehxtruszion,16.5,5262,5320,798386418413731842,Master League,FP,NA,NONE,0,Not Eligible
h8m3,16.5,3930,3989,176161204312473601,Master League,FP,NA,NONE,0,Not Eligible
Rocketlaunch,12.0,3307,3366,499290136811667457,Academy League,FP,NA,NONE,0,Not Eligible
Ed,19.5,801,810,437732147080593409,Premier League,FP,NA,NONE,0,Not Eligible
Kend0.,11.5,273,277,138191797481504769,Academy League,Shadow,Assistant General Manager,PLAYERA,0,Not Eligible
kodikai,13.0,3973,4032,113504204785549312,Champion League,FP,NA,NONE,0,Not Eligible
Miss Ginge,13.5,2324,2383,442749785972408320,Champion League,FP,NA,PLAYERB,0,Not Eligible
pwnuspoints,15.5,423,429,246844144171876353,Master League,FP,NA,NONE,0,Not Eligible
RhythmiK,8.5,1887,1945,595014654959550485,Foundation League,FP,NA,NONE,0,Not Eligible
Seeing,12.5,760,768,580062163587039232,Academy League,FP,NA,NONE,0,Not Eligible
OP3,9.5,2517,2576,491349863309639680,Foundation League,FP,NA,NONE,0,Not Eligible
Malamente,16.0,1156,1180,165679448451055616,Master League,FP,NA,NONE,0,Not Eligible
Agent Thunder,14.0,12,13,395430913674313729,Champion League,FP,NA,NONE,0,Not Eligible
rami,13.5,3925,3984,515395959530717185,Champion League,FP,NA,NONE,0,Not Eligible
9ohm,16.0,679,687,271465465195397122,Master League,FP,NA,NONE,0,Not Eligible
lightningllama,12.0,2592,2651,396751875124363274,Academy League,FP,NA,NONE,0,Not Eligible
Huntt,12.5,1066,1084,134005484909756417,Academy League,FP,NA,NONE,0,Not Eligible
Winklepickers,8.0,799,808,489627394651717632,Foundation League,FP,NA,NONE,0,Not Eligible
Yoko.,14.5,2438,2497,273980195831021569,Champion League,Jets,Captain,PLAYERB,0,Not Eligible
Jaded,12.0,3476,3535,631644323871588365,Academy League,FP,NA,NONE,0,Not Eligible
Soartex,15.5,4967,5025,684163139742597163,Master League,FP,NA,NONE,0,Not Eligible
JustReckless,18.5,5061,5119,394875579133984779,Premier League,FP,NA,NONE,0,Not Eligible
DontSayAJ,11.5,4811,4870,356328935140884481,Academy League,FP,NA,NONE,0,Not Eligible
undr,13.5,1369,1393,229478997409398784,Champion League,FP,NA,NONE,0,Not Eligible
ELECTRYX,12.0,2188,2247,221102891211948033,Academy League,FP,NA,NONE,0,Not Eligible
Close One!,16.0,4031,4089,385494038641639425,Master League,FP,NA,NONE,0,Not Eligible
Fanatic,19.0,4818,4877,767109362367594516,Premier League,Tyrants,General Manager,NONE,6,Not Eligible
Docta Geowge,18.0,6301,6311,438142751985369109,Master League,Pend,NA,NONE,0,Not Eligible
Crockett,6.5,4543,4602,793658018986328134,Foundation League,FP,NA,NONE,0,Not Eligible
Zenda,15.5,1582,1612,240133798207946752,Champion League,FP,NA,NONE,0,Not Eligible
UnknownNinja,14.0,3311,3370,337839847417053184,Champion League,FP,NA,NONE,0,Not Eligible
Oni,19.5,392,398,192837443425140736,Premier League,Hurricanes,NA,PLAYERD,0,Not Eligible
Magoo,15.5,2834,2893,273256180577599488,Master League,FP,NA,NONE,0,Not Eligible
SCarton,10.0,466,472,185564385220100097,Foundation League,FP,NA,NONE,0,Not Eligible
bossanova,13.0,71,72,218210641884872704,Champion League,FP,NA,NONE,0,Not Eligible
treva,16.0,4233,4291,299200733323198464,Master League,FP,NA,NONE,0,Not Eligible
ranneday,17.0,3578,3637,464140648510128129,Master League,Sharks,Assistant General Manager,PLAYERF,0,Not Eligible
Kayzo,11.5,4415,4474,876183801355702352,Academy League,Pend,NA,NONE,6,Not Eligible
MrModesty,6.0,4464,4523,316332664791629826,Foundation League,FP,NA,NONE,0,Not Eligible
Buttery Sloths,14.0,5099,5157,854196860674768906,Champion League,FP,NA,NONE,0,Not Eligible
Hunter802,7.0,5717,5776,1349370797168263291,Foundation League,FP,NA,NONE,0,Not Eligible
Storm465,15.5,5603,5662,675840543959547921,Champion League,FP,NA,NONE,0,Not Eligible
AMP,20.0,4072,4130,151497279231098889,Premier League,Wolves,Captain,PLAYERC,0,Not Eligible
Gameover,15.5,1727,1757,244068366581628929,Master League,FP,NA,NONE,0,Not Eligible
Bigbassfishin,8.0,47,48,547563529733931019,Foundation League,FP,NA,NONE,0,Not Eligible
BanillaCone,12.0,2433,2492,681292969294561361,Academy League,FP,NA,NONE,0,Not Eligible
Sunrise,17.0,3488,3547,289273017744490497,Master League,FP,NA,NONE,0,Not Eligible
epewthegoat,15.5,4813,4872,255092760380571649,Master League,FP,NA,PLAYERA,0,Not Eligible
HoodieKing,7.5,3951,4009,728716631647191040,Foundation League,FP,NA,FP,0,Not Eligible
Xtraa.,15.0,1638,1668,527185136828284928,Champion League,FP,NA,NONE,0,Not Eligible
Giwro,19.0,4825,4884,631531382556065802,Premier League,Comets,NA,NONE,0,Not Eligible
ArchAngel,8.5,2382,2441,293178911964004352,Foundation League,FP,NA,NONE,0,Not Eligible
distant,19.5,1491,1517,249062458608713728,Premier League,Spartans,NA,PLAYERB,0,Not Eligible
Cyn,17.5,5263,5321,321500885140373506,Master League,FP,NA,NONE,0,Not Eligible
Sterben,12.0,2846,2905,689319778187476995,Academy League,FP,NA,NONE,0,Not Eligible
Unicorn,15.5,1652,1682,240581494895017984,Master League,FP,NA,NONE,0,Not Eligible
yuki,12.5,5133,5191,1259920512725942284,Academy League,FP,NA,NONE,0,Not Eligible
musicalfoxes,11.0,2187,2246,340303022766948352,Academy League,FP,NA,NONE,0,Not Eligible
RoughRitties,12.0,4887,4945,327939030236921857,Academy League,Pend,NA,NONE,0,Not Eligible
SilverBolt,14.0,1648,1678,236600340437401600,Champion League,FP,NA,NONE,0,Not Eligible
Inphase,10.0,5043,5101,709147145328001124,Foundation League,FP,NA,NONE,0,Not Eligible
hakuu,13.0,1760,1817,331884826405896202,Academy League,FP,NA,PLAYERE,0,Not Eligible
Karl,16.5,5568,5628,982010731975299102,Master League,FP,NA,NONE,0,Not Eligible
Stormcrown,12.0,2566,2625,198603235064414208,Academy League,FP,NA,NONE,0,Not Eligible
ScrumRuck,13.5,1634,1664,183064884731314178,Champion League,FP,NA,NONE,0,Not Eligible
Frozino,17.0,6134,6179,925264227483144203,Master League,Pend,NA,NONE,0,Not Eligible
Maverick,10.5,3336,3395,1063226915089027082,Academy League,FP,NA,NONE,0,Not Eligible
ConfuciusDragon,11.0,1564,1594,149664050337415169,Academy League,FP,NA,NONE,0,Not Eligible
rikr.,15.0,4908,4966,193811848414494720,Champion League,Pirates,Assistant General Manager,NONE,0,Not Eligible
DarkSniperPrime,12.5,5078,5136,158297777741365248,Academy League,FP,NA,NONE,0,Not Eligible
Chip,19.5,2490,2549,182632538936836096,Premier League,FP,NA,NONE,0,Not Eligible
Grip,15.0,5924,5972,258332534776135680,Champion League,Pend,NA,NONE,0,Not Eligible
NextFox,19.0,4877,4935,221362566432030732,Premier League,FP,NA,NONE,0,Not Eligible
SenorNachos,13.0,1275,1299,218576797476978688,Champion League,FP,NA,NONE,0,Not Eligible
DRE,10.5,4928,4986,1258562829703970967,Foundation League,Pend,NA,NONE,0,Not Eligible
Foehammer707,16.0,4534,4593,501905032522760192,Master League,FP,NA,NONE,0,Not Eligible
Swagdude295,11.0,5377,5435,402576784547119104,Academy League,FP,NA,NONE,0,Not Eligible
Blackhawk,13.0,1486,1511,133003223190470656,Champion League,FP,NA,NONE,0,Not Eligible
Kaos,12.0,3220,3279,175522178312175617,Academy League,Pend,NA,NONE,0,Not Eligible
etharn,15.0,3544,3603,510684711190790144,Champion League,FP,NA,NONE,0,Not Eligible
Eternity_RL,12.0,4135,4193,393859103211913226,Academy League,Hurricanes,Captain,PLAYERA,0,Not Eligible
roudzera,17.0,4021,4079,455952812585648138,Master League,FP,NA,NONE,0,Not Eligible
Mertens,11.5,5352,5410,1040735790780657745,Academy League,Ducks,NA,NONE,0,Not Eligible
xxDeathTrainxx,13.5,1398,1423,187272906303078401,Champion League,FP,NA,NONE,0,Not Eligible
Flashy,16.0,1532,1562,182592653693681664,Master League,FP,NA,NONE,0,Not Eligible
Fresh,11.5,2917,2976,373657302219358210,Academy League,FP,NA,NONE,0,Not Eligible
cheez.,17.5,3380,3439,351493844975616000,Master League,FP,NA,NONE,0,Not Eligible
Cast,12.0,5771,5830,749794728115044373,Academy League,FP,NA,NONE,0,Not Eligible
kraemesauce,9.5,3308,3367,549385218679898143,Foundation League,FP,NA,NONE,0,Not Eligible
Swetty,11.5,1323,1347,419038913059880970,Academy League,FP,NA,NONE,0,Not Eligible
KeybladeKingLink,5.0,6317,6327,1307231746651197481,Foundation League,Pend,NA,NONE,0,Not Eligible
ThaWoodshed,12.0,2953,3012,468802224047521793,Academy League,FP,NA,NONE,0,Not Eligible
Vizoom,19.5,3571,3630,243934430316462082,Premier League,FP,NA,PLAYERD,0,Not Eligible
Morphy,14.5,1069,1087,189555314608177152,Champion League,FP,NA,NONE,0,Not Eligible
BringTheDawn,15.0,3465,3524,307577382439747587,Champion League,Pend,NA,NONE,0,Not Eligible
Ray,12.5,4407,4466,553928077512802316,Academy League,Pend,NA,NONE,0,Not Eligible
Blackwing,7.0,1421,1446,228687337687744512,Foundation League,FP,NA,NONE,0,Not Eligible
reezy,18.5,6100,6146,525099722646618115,Master League,Pirates,NA,PLAYERG,0,Not Eligible
GoldenEye_RL,15.5,3567,3626,401494660603707392,Champion League,Knights,NA,PLAYERD,0,Not Eligible
Dalfstep,14.0,965,976,103596724244713472,Champion League,FP,NA,NONE,0,Not Eligible
Mattamarang,12.5,1164,1188,330820633929973772,Academy League,FP,NA,NONE,0,Not Eligible
BillyTheKat,10.5,51,52,343904103560249354,Academy League,FP,NA,NONE,0,Not Eligible
hudson,14.5,3249,3308,324437644958236675,Champion League,FP,NA,NONE,0,Not Eligible
GoldFish,18.5,2632,2691,282194014218878976,Master League,FP,NA,NONE,0,Not Eligible
MouseRat,11.0,361,366,197928099113861131,Academy League,FP,NA,NONE,0,Not Eligible
Buck_Nut82,12.5,3945,4004,781564482202763265,Academy League,FP,NA,NONE,0,Not Eligible
Abeillonnaise,12.0,4715,4774,390248032865878026,Academy League,FP,NA,NONE,0,Not Eligible
CoGa,13.0,4613,4672,397841508075700234,Champion League,FP,NA,NONE,0,Not Eligible
Tork,14.5,1356,1380,320434124940640257,Champion League,FP,NA,NONE,0,Not Eligible
Nathan,12.0,4712,4771,871569343031418880,Academy League,FP,NA,NONE,0,Not Eligible
Jayyebee,12.5,5512,5571,412864568847499274,Academy League,FP,NA,NONE,0,Not Eligible
Blood12aven,12.0,1745,1802,279478381395836930,Academy League,FP,NA,NONE,0,Not Eligible
Prosperity2K,18.0,419,425,197081922126610434,Master League,Shadow,Captain,PLAYERA,0,Not Eligible
Vice,15.5,3906,3965,329902823573553152,Master League,FP,NA,NONE,0,Not Eligible
Razzmiik,12.0,431,437,195228626612912130,Academy League,FP,NA,NONE,0,Not Eligible
SPECkle,12.5,5165,5223,365598514866028555,Academy League,FP,NA,NONE,0,Not Eligible
aFadedKnight,16.5,4197,4255,717640373517680702,Master League,Hawks,NA,PLAYERF,0,Not Eligible
Swords,13.5,1980,2039,330171228616916992,Academy League,Pend,NA,NONE,6,Not Eligible
IrishHawk27,10.5,5935,5983,401469222787743745,Foundation League,FP,NA,NONE,0,Not Eligible
dompling,9.0,4963,5021,692669546536108032,Foundation League,Pend,NA,NONE,0,Not Eligible
DualDier,11.5,2436,2495,119621954545123332,Academy League,FP,NA,NONE,0,Not Eligible
shefboyardee,16.5,1849,1907,370012309130838018,Master League,Pend,NA,NONE,0,Not Eligible
Racer,16.0,4866,1777,215826280036302848,Master League,FP,NA,PLAYERD,0,Not Eligible
Tgunn05,12.5,4005,4064,714295781053562950,Academy League,FP,NA,NONE,0,Not Eligible
WIZRAD,12.0,3033,3092,335842114216919051,Academy League,FP,NA,NONE,0,Not Eligible
Foxygen,9.5,1016,1031,156586283446042624,Foundation League,FP,NA,NONE,0,Not Eligible
Mikey,8.5,752,760,483032638182129665,Foundation League,FP,NA,NONE,0,Not Eligible
OMB,11.5,388,394,225433210341818369,Academy League,FP,NA,NONE,0,Not Eligible
Booq,11.5,70,71,225768375995990016,Academy League,FP,NA,NONE,0,Not Eligible
Night,11.5,3639,3698,315955674951712798,Academy League,FP,NA,NONE,0,Not Eligible
Kioshi,15.5,115,118,429703452134735882,Master League,FP,NA,NONE,0,Not Eligible
Bubbles,11.0,2823,2882,362052637400498187,Academy League,FP,NA,NONE,0,Not Eligible
FuraModa,9.5,1024,1039,296328921639682050,Foundation League,FP,NA,NONE,0,Not Eligible
sniperthreat007,13.5,4690,4749,521508821387182080,Champion League,FP,NA,NONE,0,Not Eligible
kenbennedy,10.0,272,276,533360641629749249,Foundation League,FP,NA,NONE,0,Not Eligible
delta,19.5,1851,1909,165656556568838144,Premier League,Wolves,NA,PLAYERB,0,Not Eligible
